name,company_name,price,stock,sku,category,description
MX34016NF1,信都数字科技（上海）有限公司,2.6088,7546,CONN-MX34016N-8435B9A9,连接器,连接器产品 - MX34016NF1
MX34020PF1,信都数字科技（上海）有限公司,4.75908,720,CONN-MX34020P-6CFC065E,连接器,连接器产品 - MX34020PF1
MX34020UF1,信都数字科技（上海）有限公司,3.42,1904,CONN-MX34020U-7AD64B63,连接器,连接器产品 - MX34020UF1
MX34024PF1,信都数字科技（上海）有限公司,5.0916,5765,CONN-MX34024P-B9FD9701,连接器,连接器产品 - MX34024PF1
MX34024SF1,信都数字科技（上海）有限公司,1.422,2016,CONN-MX34024S-56352CA7,连接器,连接器产品 - MX34024SF1
MX34028UF2,信都数字科技（上海）有限公司,4.4712,3640,CONN-MX34028U-533D1585,连接器,连接器产品 - MX34028UF2
MX34032NF2,信都数字科技（上海）有限公司,4.152,588,CONN-MX34032N-274A0089,连接器,连接器产品 - MX34032NF2
MX34032NF4,信都数字科技（上海）有限公司,6.49692,588,CONN-MX34032N-F249655D,连接器,连接器产品 - MX34032NF4
MX34032PF2,信都数字科技（上海）有限公司,4.86,960,CONN-MX34032P-E474DCBB,连接器,连接器产品 - MX34032PF2
MX34032SF1,信都数字科技（上海）有限公司,1.6194,1440,CONN-MX34032S-C2E1178F,连接器,连接器产品 - MX34032SF1
MX34032SF4,信都数字科技（上海）有限公司,4.08,4320,CONN-MX34032S-96334663,连接器,连接器产品 - MX34032SF4
MX34036NF2,信都数字科技（上海）有限公司,6.31056,539,CONN-MX34036N-B39C6C02,连接器,连接器产品 - MX34036NF2
MX34036SF4,信都数字科技（上海）有限公司,6.02604,30,CONN-MX34036S-FC9496EC,连接器,连接器产品 - MX34036SF4
MX34040UF2,信都数字科技（上海）有限公司,7.1772,2574,CONN-MX34040U-45704757,连接器,连接器产品 - MX34040UF2
MX34C24SFA,信都数字科技（上海）有限公司,3.744,448,CONN-MX34C24S-D3330597,连接器,连接器产品 - MX34C24SFA
MX34K16HF4T,信都数字科技（上海）有限公司,7.66404,48,CONN-MX34K16H-26C992A4,连接器,连接器产品 - MX34K16HF4T
MX34K28HF4T,信都数字科技（上海）有限公司,6.72816,36,CONN-MX34K28H-22E5DFF9,连接器,连接器产品 - MX34K28HF4T
MX34L32SFA,信都数字科技（上海）有限公司,9.20112,2400,CONN-MX34L32S-3EB84C36,连接器,连接器产品 - MX34L32SFA
MX34M12SF1,信都数字科技（上海）有限公司,2.5704,31590,CONN-MX34M12S-5B91E325,连接器,连接器产品 - MX34M12SF1
MX34R12VF1A,信都数字科技（上海）有限公司,6.51756,1296,CONN-MX34R12V-76A3052E,连接器,连接器产品 - MX34R12VF1A
MX34R16HF4T,信都数字科技（上海）有限公司,4.0734,5376,CONN-MX34R16H-BBEE7179,连接器,连接器产品 - MX34R16HF4T
MX34R36HF4T,信都数字科技（上海）有限公司,7.1286,9120,CONN-MX34R36H-46225487,连接器,连接器产品 - MX34R36HF4T
MX36002PQ3,信都数字科技（上海）有限公司,4.3596,1300,CONN-MX36002P-4D2D0859,连接器,连接器产品 - MX36002PQ3
MX36A02SQ2,信都数字科技（上海）有限公司,4.1244,40300,CONN-MX36A02S-BE58BD8B,连接器,连接器产品 - MX36A02SQ2
MX37X04SP3,信都数字科技（上海）有限公司,3.84,1250,CONN-MX37X04S-57C66065,连接器,连接器产品 - MX37X04SP3
MX44000XP2,信都数字科技（上海）有限公司,0.52944,2000,CONN-MX44000X-AFFC0A43,连接器,连接器产品 - MX44000XP2
MX44006NF1,信都数字科技（上海）有限公司,7.97472,43,CONN-MX44006N-665C5522,连接器,连接器产品 - MX44006NF1
MX45004S0013222,信都数字科技（上海）有限公司,55.68024,50,CONN-MX45004S-9D7CE2FA,连接器,连接器产品 - MX45004S0013222
MX49008NQ1,信都数字科技（上海）有限公司,10.13256,50,CONN-MX49008N-2E2D85F0,连接器,连接器产品 - MX49008NQ1
MX77A004HF1,信都数字科技（上海）有限公司,4.97376,210,CONN-MX77A004-8A12A791,连接器,连接器产品 - MX77A004HF1
MX77A004SF1,信都数字科技（上海）有限公司,2.34372,2400,CONN-MX77A004-56FDECD4,连接器,连接器产品 - MX77A004SF1
MX77A012HF1,信都数字科技（上海）有限公司,6.53472,212,CONN-MX77A012-EB4722B2,连接器,连接器产品 - MX77A012HF1
MX77A012SF1,信都数字科技（上海）有限公司,2.991,30,CONN-MX77A012-0B1DA677,连接器,连接器产品 - MX77A012SF1
MX77A020SF1,信都数字科技（上海）有限公司,3.2454,960,CONN-MX77A020-6FA9AD7A,连接器,连接器产品 - MX77A020SF1
MX77A032SF1,信都数字科技（上海）有限公司,3.696,1440,CONN-MX77A032-58914283,连接器,连接器产品 - MX77A032SF1
MX77A040SF1,信都数字科技（上海）有限公司,3.993,600,CONN-MX77A040-777AC2DB,连接器,连接器产品 - MX77A040SF1
MX80S08K4F1,信都数字科技（上海）有限公司,0.11196,21600,CONN-MX80S08K-0F7F6E7D,连接器,连接器产品 - MX80S08K4F1
MX84B007SF1,信都数字科技（上海）有限公司,0.945,90,CONN-MX84B007-97D8103B,连接器,连接器产品 - MX84B007SF1
MX84B012NF1,信都数字科技（上海）有限公司,2.6082,3367,CONN-MX84B012-2EFC7146,连接器,连接器产品 - MX84B012NF1
MX84B012PF1,信都数字科技（上海）有限公司,3.15,1080,CONN-MX84B012-6E46D60A,连接器,连接器产品 - MX84B012PF1
MX84B012SF1,信都数字科技（上海）有限公司,1.4574,936,CONN-MX84B012-BFED589C,连接器,连接器产品 - MX84B012SF1
MX84B016NF1,信都数字科技（上海）有限公司,3.8346,11112,CONN-MX84B016-73F2AE18,连接器,连接器产品 - MX84B016NF1
MX84B020PF1,信都数字科技（上海）有限公司,4.49436,1440,CONN-MX84B020-29BFA98C,连接器,连接器产品 - MX84B020PF1
MX84B020SF1,信都数字科技（上海）有限公司,1.41372,10944,CONN-MX84B020-9F5808F2,连接器,连接器产品 - MX84B020SF1
MX84B024NF1,信都数字科技（上海）有限公司,3.85788,11760,CONN-MX84B024-156A434D,连接器,连接器产品 - MX84B024NF1
MX84B024SF1,信都数字科技（上海）有限公司,1.69764,504,CONN-MX84B024-51DBE10A,连接器,连接器产品 - MX84B024SF1
MX84B024SF2,信都数字科技（上海）有限公司,2.07,4032,CONN-MX84B024-97504F30,连接器,连接器产品 - MX84B024SF2
MX84B028NF1,信都数字科技（上海）有限公司,5.09076,15092,CONN-MX84B028-7CA0274B,连接器,连接器产品 - MX84B028NF1
MX84B028PF1,信都数字科技（上海）有限公司,4.70724,2126,CONN-MX84B028-812FC53A,连接器,连接器产品 - MX84B028PF1
MX84B028SF1,信都数字科技（上海）有限公司,1.88928,432,CONN-MX84B028-72962FB4,连接器,连接器产品 - MX84B028SF1
MX84B028SF2,信都数字科技（上海）有限公司,2.36688,432,CONN-MX84B028-2F8BFDBC,连接器,连接器产品 - MX84B028SF2
MX84B028SF3,信都数字科技（上海）有限公司,2.12688,3456,CONN-MX84B028-5CF63FB0,连接器,连接器产品 - MX84B028SF3
MX84B028SF4,信都数字科技（上海）有限公司,2.2542,317,CONN-MX84B028-6905D1AA,连接器,连接器产品 - MX84B028SF4
MX84B032NF1,信都数字科技（上海）有限公司,5.67228,32,CONN-MX84B032-5BB7C8EF,连接器,连接器产品 - MX84B032NF1
MX84B032SF1,信都数字科技（上海）有限公司,1.9752,360,CONN-MX84B032-0BB6ABE7,连接器,连接器产品 - MX84B032SF1
MX84B032SF2,信都数字科技（上海）有限公司,2.55336,720,CONN-MX84B032-052C29F9,连接器,连接器产品 - MX84B032SF2
MX84B032SF3,信都数字科技（上海）有限公司,2.2554,24480,CONN-MX84B032-982999F8,连接器,连接器产品 - MX84B032SF3
MX84B036NF1,信都数字科技（上海）有限公司,6.07776,14553,CONN-MX84B036-12ABE4CC,连接器,连接器产品 - MX84B036NF1
MX84B036SF2,信都数字科技（上海）有限公司,2.622,360,CONN-MX84B036-CA873ADC,连接器,连接器产品 - MX84B036SF2
MX84B040NF1,信都数字科技（上海）有限公司,5.61948,13,CONN-MX84B040-2ADF43FD,连接器,连接器产品 - MX84B040NF1
MX84B040SF1,信都数字科技（上海）有限公司,2.31336,216,CONN-MX84B040-24055282,连接器,连接器产品 - MX84B040SF1
PHR-6,信都数字科技（上海）有限公司,0.04884,30000,CONN-PHR6-69765920,连接器,连接器产品 - PHR-6
PS-16PE-D4LT1-M1E,信都数字科技（上海）有限公司,13.39284,200,CONN-PS16PE-566DA8E1,连接器,连接器产品 - PS-16PE-D4LT1-M1E
PTN2-10,信都数字科技（上海）有限公司,0.072,189,CONN-PTN210-8E22E181,连接器,连接器产品 - PTN2-10
R22-12,信都数字科技（上海）有限公司,2.4,1000,CONN-R2212-883A1959,连接器,连接器产品 - R22-12
S02B-PASK-2(LF)(SN),信都数字科技（上海）有限公司,0.4038,7000,CONN-S02BPAS-622B7DC9,连接器,连接器产品 - S02B-PASK-2(LF)(SN)
S3B-XH-A(LF)(SN),信都数字科技（上海）有限公司,0.36,2000,CONN-S3BXHA-049EC1B2,连接器,连接器产品 - S3B-XH-A(LF)(SN)
SF58S006VBBR2000,信都数字科技（上海）有限公司,2.69184,2000,CONN-SF58S006-DE8D410E,连接器,连接器产品 - SF58S006VBBR2000
SF72S006VBDR2500,信都数字科技（上海）有限公司,1.79604,12500,CONN-SF72S006-5939B4A5,连接器,连接器产品 - SF72S006VBDR2500
SFPS-91T-250,信都数字科技（上海）有限公司,0.264,20000,CONN-SFPS91T-943C0D2B,连接器,连接器产品 - SFPS-91T-250
SIN-81T-3.6S,信都数字科技（上海）有限公司,0.1332,2000,CONN-SIN81T-438EEC69,连接器,连接器产品 - SIN-81T-3.6S
SMF-01T-1.0,信都数字科技（上海）有限公司,1.62,30000,CONN-SMF01T-F57D8924,连接器,连接器产品 - SMF-01T-1.0
SPA-001T-P0.5,信都数字科技（上海）有限公司,0.0672,680000,CONN-SPA001T-64DA456C,连接器,连接器产品 - SPA-001T-P0.5
SPH-002T-P0.5L,信都数字科技（上海）有限公司,0.033,64000,CONN-SPH002T-3B86DFF4,连接器,连接器产品 - SPH-002T-P0.5L
SPUD-002T-P0.5,信都数字科技（上海）有限公司,0.204,168000,CONN-SPUD002-6B05B8AE,连接器,连接器产品 - SPUD-002T-P0.5
SSH-003T-P0.2-H,信都数字科技（上海）有限公司,0.11796,69000,CONN-SSH003T-8029D90C,连接器,连接器产品 - SSH-003T-P0.2-H
SSHL-002T-P0.2,信都数字科技（上海）有限公司,0.07812,35000,CONN-SSHL002-48B5DD60,连接器,连接器产品 - SSHL-002T-P0.2
SVF-01T-1.5A,信都数字科技（上海）有限公司,0.05736,30000,CONN-SVF01T-17A958C0,连接器,连接器产品 - SVF-01T-1.5A
SVH-21T-P1.1,信都数字科技（上海）有限公司,0.07104,4500,CONN-SVH21T-3BDF9D5A,连接器,连接器产品 - SVH-21T-P1.1
SYM-01T-P0.5A,信都数字科技（上海）有限公司,0.204,170000,CONN-SYM01T-AD28080E,连接器,连接器产品 - SYM-01T-P0.5A
SYM-41T-P0.5A,信都数字科技（上海）有限公司,0.3,48000,CONN-SYM41T-13E1CA44,连接器,连接器产品 - SYM-41T-P0.5A
T106K0603X5R160NKT,信都数字科技（上海）有限公司,0.24192,4000,CONN-T106K060-0605C941,连接器,连接器产品 - T106K0603X5R160NKT
TX24-80R-LT-H1E,信都数字科技（上海）有限公司,5.53056,396,CONN-TX2480R-E48E74BD,连接器,连接器产品 - TX24-80R-LT-H1E
TX25-100P-8ST-H1E,信都数字科技（上海）有限公司,15.58404,1,CONN-TX25100-ABE14C0F,连接器,连接器产品 - TX25-100P-8ST-H1E
W12P,信都数字科技（上海）有限公司,0.84852,7,CONN-W12P-C17BC6DD,连接器,连接器产品 - W12P
W12S,信都数字科技（上海）有限公司,0.86196,100,CONN-W12S-22AEC37E,连接器,连接器产品 - W12S
W12S-P012,信都数字科技（上海）有限公司,0.72384,91,CONN-W12SP01-DDC8EB20,连接器,连接器产品 - W12S-P012
W2P,信都数字科技（上海）有限公司,0.30876,300,CONN-W2P-1158650A,连接器,连接器产品 - W2P
W2S,信都数字科技（上海）有限公司,0.28356,17,CONN-W2S-86D625CB,连接器,连接器产品 - W2S
W3P,信都数字科技（上海）有限公司,0.3894,34,CONN-W3P-AB408451,连接器,连接器产品 - W3P
W3S,信都数字科技（上海）有限公司,0.3828,9,CONN-W3S-6DFEC8BC,连接器,连接器产品 - W3S
W3S-1939-P012,信都数字科技（上海）有限公司,1.21524,67,CONN-W3S1939-B64B2334,连接器,连接器产品 - W3S-1939-P012
W4P,信都数字科技（上海）有限公司,0.41532,700,CONN-W4P-542D2650,连接器,连接器产品 - W4P
W6P,信都数字科技（上海）有限公司,0.53856,100,CONN-W6P-D545976A,连接器,连接器产品 - W6P
W6S,信都数字科技（上海）有限公司,0.61644,108,CONN-W6S-7228F58C,连接器,连接器产品 - W6S
W8P,信都数字科技（上海）有限公司,0.597,900,CONN-W8P-3C23C19D,连接器,连接器产品 - W8P
W8S,信都数字科技（上海）有限公司,0.77868,906,CONN-W8S-FB395A5D,连接器,连接器产品 - W8S
WM-12P,信都数字科技（上海）有限公司,0.88248,25,CONN-WM12P-A8829FF6,连接器,连接器产品 - WM-12P
WM-2S,信都数字科技（上海）有限公司,0.31968,3,CONN-WM2S-04D04C50,连接器,连接器产品 - WM-2S
WM6S,信都数字科技（上海）有限公司,0.7056,22,CONN-WM6S-969AE0F0,连接器,连接器产品 - WM6S
WP-2P,信都数字科技（上海）有限公司,0.6912,162,CONN-WP2P-F853A787,连接器,连接器产品 - WP-2P
WP-2S,信都数字科技（上海）有限公司,0.636,56,CONN-WP2S-C4BECB20,连接器,连接器产品 - WP-2S
WP-4P,信都数字科技（上海）有限公司,0.86952,22,CONN-WP4P-FAEC9A26,连接器,连接器产品 - WP-4P
YLS-01V,信都数字科技（上海）有限公司,0.16992,20000,CONN-YLS01V-7AB5DFA6,连接器,连接器产品 - YLS-01V
ZHR-4,信都数字科技（上海）有限公司,0.0576,800,CONN-ZHR4-277F9647,连接器,连接器产品 - ZHR-4
